2024-08-01,accelerate,4799792
2024-08-01,absl-py,16695752
2024-08-01,adal,22222159
2024-07-01,accelerate,8050406
2024-07-01,absl-py,25983361
2024-07-01,adal,28524235
2024-06-01,adal,24777914
2024-06-01,absl-py,25118413
2024-06-01,accelerate,8025207
2024-05-01,adal,26139453
2024-05-01,accelerate,8360558
2024-05-01,absl-py,27186893
2024-04-01,accelerate,8853744
2024-04-01,adal,25512234
2024-04-01,absl-py,27327206
2024-03-01,accelerate,8100743
2024-03-01,absl-py,27127952
2024-03-01,adal,24502070
2024-02-01,accelerate,7304046
2024-02-01,absl-py,23852251
2024-02-01,adal,21610984
